processo,ano,tribunal,comarca,autor_tipo,reu,setor,resultado,ganhou_autor,valor_condenacao,n_chars
5003992-12.2023.8.21.0067,2023,TJRS,São Lourenço do Sul,PESSOA FÍSICA,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,Energia,PARCIALMENTE PROCEDENTE,True,2500.0,20110
5004003-62.2025.8.24.0075,2025,TJSC,Criciúma,PESSOA FÍSICA,RESICOLOR TINTAS E VERNIZES,Outros,EXTINTO SEM MÉRITO,False,,5405
5004006-08.2025.8.21.0008,2025,TJRS,Canoas,PESSOA FÍSICA,,,PROCEDENTE,True,10000.0,20193
5004011-31.2021.8.24.0026,2021,TJSC,Guaramirim,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,,,10000.0,14250
5004026-16.2025.8.21.0067,2025,TJRS,São Lourenço do Sul,PESSOA FÍSICA,,,PROCEDENTE,True,5987.2,12588
5004028-95.2021.8.13.0342,2021,TJMG,Ituiutaba,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1548
5004030-36.2023.8.24.0036,2023,TJSC,Jaraguá do Sul,PESSOA FÍSICA,UBER DO BRASIL TECNOLOGIA,Outros,IMPROCEDENTE,False,,18207
5004043-05.2023.8.21.0073,2023,TJRS,Tramandaí,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1382
5004043-75.2025.8.13.0390,2025,TJMG,Machado,PESSOA JURÍDICA,BANCO PAN S.A. CPF: 59.285.411/0001-13 E OUTROS,Banco e financeira,EXTINTO SEM MÉRITO,False,,1244
5004048-68.2024.8.21.0145,2024,TJRS,Dois Irmãos,PESSOA FÍSICA,COMPANHIA RIOGRANDENSE DE SANEAMENTO CORSAN,Saneamento,EXTINTO SEM MÉRITO,False,,1474
5004073-89.2022.8.21.0068,2022,TJRS,São Sebastião do Caí,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,18714
5004076-20.2021.8.24.0028,2021,TJSC,Içara,PESSOA FÍSICA,BANCO DIGIMAIS,Banco e financeira,PROCEDENTE,True,20000.0,12490
5004086-97.2025.8.24.0004,2025,TJSC,Araranguá,PESSOA FÍSICA,ITAPEVA XI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LI,Banco e financeira,PARCIALMENTE PROCEDENTE,True,,9238
5004097-16.2022.8.24.0010,2022,TJSC,Braço do Norte,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,1607.0,5554
5004097-68.2022.8.24.0025,2022,TJSC,,,MODA LOVE COMERCIO DE CONFECCOES EIREL I,Outros,PARCIALMENTE PROCEDENTE,True,1500.0,10144
5004098-17.2024.8.21.0009,2024,TJRS,Carazinho,PESSOA FÍSICA,BANCO PAN,Banco e financeira,ACORDO HOMOLOGADO,,,1278
5004108-80.2023.8.13.0183,2023,TJMG,Conselheiro Lafaiete,PESSOA FÍSICA,,,IMPROCEDENTE,False,,8998
5004112-64.2022.8.13.0309,2022,TJMG,Inhapim,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,6277
5004122-96.2022.8.21.0047,2022,TJRS,Estrela,PESSOA FÍSICA,BRADESCO SEGUROS,Banco e financeira,ACORDO HOMOLOGADO,,,1550
5004130-81.2022.8.21.0109,2022,TJRS,Marau,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,ACORDO HOMOLOGADO,,,1423
5004149-89.2024.8.24.0091,2024,TJSC,Florianópolis,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,ACORDO HOMOLOGADO,,,2738
5004156-22.2021.8.13.0567,2021,TJMG,Sabará,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1174
5004161-45.2021.8.13.0114,2021,TJMG,Ibirité,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,,16130
5004164-22.2024.8.24.0103,2024,TJSC,Araquari,PESSOA FÍSICA,CELESC DISTRIBUIÇÃO,Energia,PARCIALMENTE PROCEDENTE,True,5000.0,13387
5004164-90.2020.8.24.0061,2020,TJSC,São Francisco do Sul,PESSOA FÍSICA,MUNICÍPIO DE SÃO FRANCISCO DO SUL/,Poder público,IMPROCEDENTE,False,,8950
5004165-79.2025.8.08.0050,2025,TJES,Vitória,PESSOA FÍSICA,BANCO MERCANTIL DO BRASIL,Banco e financeira,IMPROCEDENTE,False,,6230
5004169-38.2024.8.24.0008,2024,TJSC,Blumenau,PESSOA JURÍDICA,SERASA,Bureau de crédito,IMPROCEDENTE,False,,9143
5004182-26.2025.8.13.0261,2025,TJMG,Formiga,PESSOA JURÍDICA,BANCO AGIBANK S.A CPF: 10.664.513/0001-50,Banco e financeira,PROCEDENTE,True,,12137
5004183-92.2025.8.24.0038,2025,TJSC,Joinville,PESSOA FÍSICA,TRANSPORTE E TURISMO SANTO ANTONIO,Outros,EXTINTO SEM MÉRITO,False,,2590
5004185-07.2023.8.24.0079,2023,TJSC,Videira,PESSOA FÍSICA,OI MOVEL,Telecomunicações,EXTINTO SEM MÉRITO,False,,2168
5004188-44.2023.8.21.0014,2023,TJRS,Esteio,PESSOA FÍSICA,MUNICÍPIO DE ESTEIO / RS,Poder público,EXTINTO SEM MÉRITO,False,,1484
5004192-35.2021.8.13.0027,2021,TJMG,Betim,PESSOA JURÍDICA,BANCO C6 CONSIGNADO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1323
5004193-23.2022.8.13.0338,2022,TJMG,Itaúna,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1073
5004194-23.2022.8.21.0067,2022,TJRS,São Lourenço do Sul,PESSOA FÍSICA,SERASA,Bureau de crédito,ACORDO HOMOLOGADO,,,1726
5004197-19.2023.8.24.0015,2023,TJSC,Canoinhas,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,PROCEDENTE,True,7000.0,19666
5004198-89.2025.8.08.0011,2025,TJES,Cachoeiro de Itapemirim,PESSOA FÍSICA,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SUL DO ESPIRITO SANTO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1846
5004203-87.2022.8.24.0006,2022,TJSC,Barra Velha,PESSOA FÍSICA,SOCIEDADE MAR AZUL BAR & DANCETERIA,Transporte aéreo,IMPROCEDENTE,False,,13525
5004223-90.2021.8.24.0078,2021,TJSC,Urussanga,PESSOA FÍSICA,MUNICÍPIO DE COCAL DO SUL/,Poder público,PARCIALMENTE PROCEDENTE,True,9652.38,21424
5004228-11.2023.8.21.0019,2023,TJRS,Novo Hamburgo,PESSOA FÍSICA,AEROLINEAS ARGENTINAS,Transporte aéreo,ACORDO HOMOLOGADO,,,2144
5004244-88.2023.8.24.0048,2023,TJSC,Balneário Piçarras,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,PROCEDENTE,True,5000.0,13369
5004248-67.2023.8.13.0134,2023,TJMG,Caratinga,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,3000.0,14361
5004263-68.2023.8.21.0019,2023,TJRS,Novo Hamburgo,PESSOA FÍSICA,RIO GRANDE ENERGIA,Energia,EXTINTO SEM MÉRITO,False,,7839
5004272-91.2023.8.21.1001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,COMPANHIA ZAFFARI COMÉRCIO E INDÚSTRIA,Outros,EXTINTO SEM MÉRITO,False,5000.0,2400
5004282-08.2023.8.13.0210,2023,TJMG,Pedro Leopoldo,PESSOA JURÍDICA,GOL LINHAS AEREAS,Transporte aéreo,EXTINTO SEM MÉRITO,False,,1316
5004295-87.2022.8.21.0058,2022,TJRS,Nova Prata,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,1844
5004296-50.2023.8.21.5001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,ITAU UNIBANCO,Banco e financeira,ACORDO HOMOLOGADO,,,1423
5004300-68.2024.8.13.0024,2024,TJMG,Belo Horizonte,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,2027
5004302-65.2023.8.13.0382,2023,TJMG,Lavras,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1360
5004310-42.2023.8.21.0019,2023,TJRS,Novo Hamburgo,PESSOA FÍSICA,BANCO ITAUCARD,Banco e financeira,ACORDO HOMOLOGADO,,,2139
5004331-35.2020.8.08.0035,2020,TJES,Vitória,PESSOA FÍSICA,ASSOCIAÇÃO GESTÃO VEICULAR UNIVERSO - CNPJ Nº 14.777.297/0001-00,Outros,PROCEDENTE,True,275.0,10047
5004334-12.2021.8.13.0521,2021,TJMG,Ponte Nova,PESSOA FÍSICA,SAMARCO MINERAÇÃO S/A CPF: 16.628.281/0003-23,Outros,IMPROCEDENTE,False,,14034
5004335-15.2024.8.13.0384,2024,TJMG,Leopoldina Mg,PESSOA FÍSICA,,,,,,7074
5004338-28.2022.8.24.0062,2022,TJSC,São João Batista,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,2125
5004341-12.2020.8.13.0271,2020,TJMG,Frutal,PESSOA JURÍDICA,CEMIG DISTRIBUICAO,Energia,ACORDO HOMOLOGADO,,,1224
5004347-58.2022.8.24.0007,2022,TJSC,Biguaçu,PESSOA FÍSICA,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA,Energia,PARCIALMENTE PROCEDENTE,True,10000.0,6406
5004361-55.2016.8.13.0105,2016,TJMG,Governador Valadares,PESSOA JURÍDICA,PITAGORAS SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE S.A. CPF: 03.239.470/0001-09,Outros,PARCIALMENTE PROCEDENTE,True,5300.0,16042
5004379-58.2023.8.08.0012,2023,TJES,Vitória,PESSOA FÍSICA,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,Saneamento,IMPROCEDENTE,False,5000.0,15175
5004389-74.2020.8.24.0073,2020,TJSC,Timbó,PESSOA FÍSICA,BANCO BMG,Banco e financeira,ACORDO HOMOLOGADO,,,3217
5004408-23.2022.8.21.0064,2022,TJRS,Santiago,PESSOA FÍSICA,OI MOVEL,Telecomunicações,ACORDO HOMOLOGADO,,,1232
5004410-12.2023.8.21.0014,2023,TJRS,Esteio,PESSOA FÍSICA,RGE SUL DISTRIBUIDORA DE ENERGIA,Energia,IMPROCEDENTE,False,,5408
5004419-74.2024.8.13.0106,2024,TJMG,Cambuí,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,2000.0,15170
5004428-10.2025.8.24.0069,2025,TJSC,,PESSOA FÍSICA,BANCO BMG,Banco e financeira,PROCEDENTE,True,5000.0,13926
5004461-75.2023.8.21.0029,2023,TJRS,Santo Ângelo,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS,Banco e financeira,ACORDO HOMOLOGADO,,,1667
5004475-78.2022.8.24.0007,2022,TJSC,Biguaçu,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,15049
5004478-10.2021.8.24.0026,2021,TJSC,Guaramirim,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS,Banco e financeira,,,,17854
5004519-86.2024.8.08.0035,2024,TJES,Vitória,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS,Banco e financeira,IMPROCEDENTE,False,,7271
5004525-86.2022.8.13.0694,2022,TJMG,Três Pontas,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,6138
5004529-36.2023.8.13.0647,2023,TJMG,São Sebastião do Paraíso,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1505
5004538-29.2024.8.21.0036,2024,TJRS,Soledade,PESSOA FÍSICA,SERASA,Bureau de crédito,IMPROCEDENTE,False,,10101
5004549-88.2021.8.13.0035,2021,TJMG,Araguari,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,1182
5004556-37.2021.8.13.0114,2021,TJMG,Ibirité,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,7631
5004558-16.2022.8.13.0035,2022,TJMG,Araguari,PESSOA JURÍDICA,GOL LINHAS AEREAS S.A CPF: 07.575.651/0001-59,Transporte aéreo,PROCEDENTE,True,,9497
5004565-67.2022.8.24.0078,2022,TJSC,Urussanga,PESSOA FÍSICA,CABELO MOTOS,Outros,PARCIALMENTE PROCEDENTE,True,5000.0,23138
5004575-05.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,9264
5004578-42.2024.8.21.0155,2024,TJRS,Portão,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,EXTINTO SEM MÉRITO,False,,1347
5004579-47.2021.8.24.0026,2021,TJSC,Guaramirim,PESSOA FÍSICA,BANCO SAFRA,Banco e financeira,EXTINTO SEM MÉRITO,False,,2556
5004586-78.2024.8.21.0006,2024,TJRS,Cachoeira do Sul,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,IMPROCEDENTE,False,,7080
5004603-70.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,8965
5004611-81.2023.8.24.0026,2023,TJSC,Guaramirim,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,PROCEDENTE,True,5000.0,14920
5004614-55.2025.8.13.0290,2025,TJMG,Vespasiano,PESSOA JURÍDICA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS NPL II CPF: 29.292.312/0001,Banco e financeira,ACORDO HOMOLOGADO,,,1739
5004615-11.2025.8.24.0039,2025,TJSC,Lages,PESSOA FÍSICA,BANCO SANTANDER (BRASIL),Banco e financeira,EXTINTO SEM MÉRITO,False,,1793
5004624-46.2023.8.13.0686,2023,TJMG,Teófilo Otoni,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,10472
5004625-53.2021.8.08.0035,2021,TJES,Vitória,PESSOA FÍSICA,ZOCOL COLCHOES,Outros,PARCIALMENTE PROCEDENTE,True,6549.14,14092
5004625-64.2023.8.21.0021,2023,TJRS,Passo Fundo,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,2480
5004631-38.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,9289
5004657-92.2020.8.08.0035,2020,TJES,Vitória,PESSOA FÍSICA,ES FITNESS,Outros,ACORDO HOMOLOGADO,,,4886
5004663-57.2025.8.24.0010,2025,TJSC,Braço do Norte,PESSOA FÍSICA,BP GESTAO E RECUPERACAO DE ATIVOS,Outros,ACORDO HOMOLOGADO,,,2348
5004678-77.2022.8.21.5001,2022,TJRS,Porto Alegre,PESSOA FÍSICA,ATLANTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,Banco e financeira,PARCIALMENTE PROCEDENTE,True,1000.0,11876
5004708-37.2021.8.13.0324,2021,TJMG,Itajubá,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,714
5004714-08.2023.8.08.0035,2023,TJES,Vitória,PESSOA FÍSICA,ODONTO VILA,Plano de saúde,ACORDO HOMOLOGADO,,,9024
5004726-65.2022.8.24.0082,2022,TJSC,Florianópolis,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1968
5004726-71.2023.8.24.0004,2023,TJSC,Araranguá,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,PROCEDENTE,True,5000.0,7090
5004729-34.2025.8.24.0011,2025,TJSC,Brusque,PESSOA FÍSICA,YEESCO INDUSTRIA E COMERCIO DE CONFECOES,Outros,PARCIALMENTE PROCEDENTE,True,2636.65,6479
5004751-65.2023.8.24.0075,2023,TJSC,Tubarão,PESSOA FÍSICA,PROVI SOLUCOES E SERVICOS,Outros,PROCEDENTE,True,8000.0,20406
5004759-34.2023.8.13.0694,2023,TJMG,Três Pontas,PESSOA JURÍDICA,PET SHOP BICHO BELEZA LTDA E OUTROS,Outros,ACORDO HOMOLOGADO,,,1355
5004772-65.2019.8.21.0010,2019,TJRS,Caxias do Sul,PESSOA FÍSICA,CLARO,Telecomunicações,IMPROCEDENTE,False,,11190
5004778-28.2024.8.24.0135,2024,TJSC,Navegantes,PESSOA FÍSICA,COMPANHIA ULTRAGAZ,Outros,IMPROCEDENTE,False,,8975
5004782-45.2021.8.13.0016,2021,TJMG,Alfenas,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,,10566
5004790-87.2024.8.13.0607,2024,TJMG,Santos Dumont,PESSOA JURÍDICA,UNSBRAS UNIAO DOS SERVIDORES PUBLICOS DO BRASIL CPF: 29.186.038/0001-82,Poder público,PROCEDENTE,True,508.32,11079
5004799-32.2025.8.24.0082,2025,TJSC,Florianópolis,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,3780
5004815-33.2022.8.21.0095,2022,TJRS,Estância Velha,PESSOA FÍSICA,,,PROCEDENTE,True,5000.0,13676
5004833-30.2023.8.13.0390,2023,TJMG,Machado,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,1955
5004846-67.2023.8.24.0052,2023,TJSC,Porto União,,,,EXTINTO SEM MÉRITO,False,,3237
5004861-80.2024.8.24.0026,2024,TJSC,,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,50000.0,30885
5004901-27.2021.8.21.0034,2021,TJRS,São Luiz Gonzaga,PESSOA FÍSICA,BANCO MERCANTIL DO BRASIL,Banco e financeira,PROCEDENTE,True,5000.0,29142
5004904-39.2021.8.08.0035,2021,TJES,Vitória,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,5139
5004912-23.2024.8.13.0180,2024,TJMG,Congonhas,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,2946
5004919-90.2021.8.13.0480,2021,TJMG,Patos de Minas,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1441
5004932-71.2022.8.24.0020,2022,TJSC,Criciúma,PESSOA FÍSICA,BANCO SAFRA,Banco e financeira,EXTINTO SEM MÉRITO,False,,3051
5004934-92.2024.8.13.0338,2024,TJMG,Itaúna,PESSOA JURÍDICA,ARCELORMITTAL BRASIL S.A. CPF: 17.469.701/0001-77,Outros,IMPROCEDENTE,False,,15697
5004969-82.2023.8.21.0041,2023,TJRS,Canela,PESSOA FÍSICA,AYMORE CREDITO,Banco e financeira,ACORDO HOMOLOGADO,,,1629
5004978-62.2023.8.21.0035,2023,TJRS,Sapucaia do Sul,PESSOA FÍSICA,FACEBOOK SERVICOS ONLINE DO BRASIL,Outros,EXTINTO SEM MÉRITO,False,,2095
5004980-56.2024.8.13.0411,2024,TJMG,Fato Impeditivo,PESSOA FÍSICA,,,IMPROCEDENTE,False,1500.0,19138
5004986-45.2023.8.21.0033,2023,TJRS,São Leopoldo,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,ACORDO HOMOLOGADO,,,1743
5004987-87.2023.8.13.0183,2023,TJMG,Conselheiro Lafaiete,,,,ACORDO HOMOLOGADO,,,2116
5004988-08.2021.8.13.0518,2021,TJMG,Poços de Caldas,PESSOA FÍSICA,LUIZACRED,Outros,IMPROCEDENTE,False,15000.0,11104
5004992-49.2025.8.13.0342,2025,TJMG,Ituiutaba,PESSOA FÍSICA,,,PROCEDENTE,True,5000.0,7703
5005026-03.2022.8.24.0090,2022,TJSC,,PESSOA FÍSICA,VISAO NOTICIAS DE MARILIA,Outros,ACORDO HOMOLOGADO,,,1812
5005028-44.2024.8.21.0006,2024,TJRS,Cachoeira do Sul,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1714
5005033-29.2021.8.13.0480,2021,TJMG,Patos de Minas,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1092
5005049-16.2021.8.24.0079,2021,TJSC,Videira,PESSOA FÍSICA,ODONTOLOGIA VIDEIRA,Plano de saúde,PARCIALMENTE PROCEDENTE,True,1000.0,11723
5005060-41.2024.8.21.0041,2024,TJRS,Canela,PESSOA FÍSICA,SERASA,Bureau de crédito,IMPROCEDENTE,False,,7852
5005067-93.2024.8.24.0091,2024,TJSC,Florianópolis,PESSOA FÍSICA,TV O ESTADO FLORIANOPOLIS,Outros,IMPROCEDENTE,False,,9514
5005077-88.2020.8.13.0090,2020,TJMG,Belo Horizonte,PESSOA JURÍDICA,VALE S.A. CPF: 33.592.510/0007-40,Outros,,,10000.0,18182
5005079-43.2024.8.13.0567,2024,TJMG,Sabará,PESSOA JURÍDICA,LIVELO S.A. CPF: 12.888.241/0001-06 E OUTROS,Outros,PARCIALMENTE PROCEDENTE,True,,13483
5005082-47.2021.8.24.0033,2021,TJSC,Itajaí,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,PROCEDENTE,True,5000.0,12286
5005082-81.2024.8.13.0216,2024,TJMG,Diamantina,PESSOA JURÍDICA,MUNICIPIO DE PRESIDENTE KUBITSCHEK CPF: 17.754.185/0001-22,Poder público,PARCIALMENTE PROCEDENTE,True,,24982
5005086-44.2022.8.13.0134,2022,TJMG,Caratinga,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,7324
5005087-41.2022.8.24.0031,2022,TJSC,Indaial,PESSOA FÍSICA,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI,Ensino,PROCEDENTE,True,5000.0,7655
5005088-56.2025.8.13.0183,2025,TJMG,Conselheiro Lafaiete,PESSOA JURÍDICA,SPIN ENERGY SERVICOS ELETRICOS LTDA. CPF: 26.645.318/0002-02,Energia,PARCIALMENTE PROCEDENTE,True,,14420
5005099-89.2021.8.13.0518,2021,TJMG,Poços de Caldas,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,942
5005106-31.2025.8.24.0067,2025,TJSC,São Miguel do Oeste,PESSOA FÍSICA,BANCO INTER,Banco e financeira,PARCIALMENTE PROCEDENTE,True,5000.0,10110
5005127-35.2020.8.24.0082,2020,TJSC,Florianópolis,PESSOA FÍSICA,,,PROCEDENTE,True,2000.0,13785
5005129-33.2025.8.24.0113,2025,TJSC,Belo,PESSOA FÍSICA,,,PROCEDENTE,True,,8983
5005135-09.2022.8.24.0028,2022,TJSC,Içara,PESSOA FÍSICA,BANCO PAN,Banco e financeira,PARCIALMENTE PROCEDENTE,True,5000.0,17454
5005139-98.2023.8.24.0064,2023,TJSC,São José,PESSOA FÍSICA,GLOBO NISSAN COMERCIO DE VEICULOS,Outros,IMPROCEDENTE,False,,8550
5005148-98.2024.8.24.0040,2024,TJSC,Laguna,PESSOA FÍSICA,SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL,Outros,ACORDO HOMOLOGADO,,,1708
5005152-81.2023.8.21.0064,2023,TJRS,Santiago,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1422
5005152-85.2024.8.13.0188,2024,TJMG,Nova Lima,,,,PROCEDENTE,True,,8242
5005187-88.2022.8.13.0261,2022,TJMG,Formiga,PESSOA JURÍDICA,,,PROCEDENTE,True,12000.0,13491
5005188-49.2023.8.21.4001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,ACORDO HOMOLOGADO,,,2233
5005220-66.2025.8.13.0134,2025,TJMG,Caratinga,PESSOA JURÍDICA,BANCO BMG S.A CPF: 61.186.680/0001-74,Banco e financeira,PROCEDENTE,True,10000.0,13292
5005228-46.2022.8.21.0095,2022,TJRS,Estância Velha,PESSOA FÍSICA,BANCO MASTER,Banco e financeira,PROCEDENTE,True,8000.0,29537
5005240-90.2024.8.21.0030,2024,TJRS,São Borja,PESSOA JURÍDICA,JAMEF TRANSPORTES,Outros,EXTINTO SEM MÉRITO,False,,1604
5005247-44.2023.8.21.5001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,AVON COSMETICOS,Outros,ACORDO HOMOLOGADO,,,1330
5005259-69.2025.8.24.0033,2025,TJSC,Itajaí,PESSOA FÍSICA,JGS MOTOS,Outros,IMPROCEDENTE,False,,6924
5005262-18.2024.8.24.0014,2024,TJSC,Campos Novos,PESSOA FÍSICA,MAGAZINE LUIZA,Varejo e serviços,PROCEDENTE,True,10000.0,22960
5005283-11.2025.8.13.0290,2025,TJMG,Vespasiano,PESSOA FÍSICA,BANCO BMG,Banco e financeira,IMPROCEDENTE,False,,8730
5005285-52.2025.8.13.0525,2025,TJMG,Pouso Alegre,PESSOA FÍSICA,,,PROCEDENTE,True,5555.02,14778
5005293-82.2024.8.21.3001,2024,TJRS,Porto Alegre,PESSOA FÍSICA,SKY SERVICOS DE BANDA LARGA,Telecomunicações,PROCEDENTE,True,,10561
5005314-25.2021.8.21.0039,2021,TJRS,Viamão,PESSOA FÍSICA,BANCO PAN,Banco e financeira,ACORDO HOMOLOGADO,,,1621
5005319-81.2025.8.13.0313,2025,TJMG,Ipatinga,PESSOA JURÍDICA,AZUL LINHAS AÉREAS BRASILEIRAS S/A CPF: 09.296.295/0001-60,Transporte aéreo,IMPROCEDENTE,False,,9338
5005322-50.2022.8.13.0407,2022,TJMG,Mateus Leme,PESSOA JURÍDICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,PROCEDENTE,True,5000.0,13669
5005380-88.2023.8.24.0091,2023,TJSC,Florianópolis,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,6132
5005411-96.2025.8.24.0040,2025,TJSC,Certeza,PESSOA FÍSICA,INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,Poder público,PROCEDENTE,True,,9377
5005427-12.2024.8.21.3001,2024,TJRS,Porto Alegre,PESSOA FÍSICA,CASA BAHIA COMERCIAL,Outros,IMPROCEDENTE,False,,10675
5005433-46.2022.8.13.0209,2022,TJMG,Curvelo,PESSOA JURÍDICA,CEMIG DISTRIBUICAO,Energia,EXTINTO SEM MÉRITO,False,,1091
5005436-63.2023.8.21.0008,2023,TJRS,Canoas,PESSOA FÍSICA,EMBU INDIVIDUALIZADORA ADMINISTRADORA E SERVICOS DE GLP,Outros,EXTINTO SEM MÉRITO,False,,2046
5005450-31.2022.8.24.0030,2022,TJSC,Imbituba,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,15308
5005456-50.2022.8.24.0026,2022,TJSC,Guaramirim,PESSOA FÍSICA,MUNICÍPIO DE GUARAMIRIM,Poder público,EXTINTO SEM MÉRITO,False,,1654
5005484-84.2022.8.21.1001,2022,TJRS,Porto Alegre,PESSOA FÍSICA,HOEPERS RECUPERADORA DE CREDITO,Banco e financeira,IMPROCEDENTE,False,,12758
5005504-64.2022.8.24.0040,2022,TJSC,Laguna,PESSOA FÍSICA,UNIAO BRASILEIRA DE APOSENTADOS DA PREVIDENCIA,Poder público,PROCEDENTE,True,2000.0,21398
5005551-88.2024.8.13.0035,2024,TJMG,Araguari,,,,IMPROCEDENTE,False,2000.0,8077
5005569-55.2021.8.08.0035,2021,TJES,Vitória,PESSOA FÍSICA,PICPAY SERVICOS,Outros,IMPROCEDENTE,False,,3793
5005585-51.2021.8.08.0021,2021,TJES,Vitória,PESSOA FÍSICA,BANCO PAN,Banco e financeira,ACORDO HOMOLOGADO,,,4771
5005588-59.2021.8.13.0702,2021,TJMG,Uberlândia,PESSOA JURÍDICA,BANCO BMG,Banco e financeira,EXTINTO SEM MÉRITO,False,,1265
5005589-06.2023.8.24.0011,2023,TJSC,Brusque,PESSOA FÍSICA,BRASIL SUL LINHAS RODOVIARIAS,Outros,IMPROCEDENTE,False,,6670
5005594-25.2024.8.24.0033,2024,TJSC,Itajaí,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,3960
